Source,Target,Weight,Journal
A. B.,"West, Rebecca",4,marsden-edges
A. B.,"Hindshaw, Winifred",2,marsden-edges
A. B.,"D'Auvergne, Edmund B.",2,marsden-edges
A. B.,"Lewis, Arthur D.",3,marsden-edges
A Reader,M. S.,2,marsden-edges
A Reader,"Drysdale, Charles V.",2,marsden-edges
A Reader,A New Subscriber,2,marsden-edges
A Reader,"Ed. of ""The Freewoman""",2,marsden-edges
"Mylius, E. F.","Hamilton, Helen",2,marsden-edges
"Mylius, E. F.","Gawthorpe, Mary",3,marsden-edges
"Mylius, E. F.","Kitson, Arthur",3,marsden-edges
"Mylius, E. F.","D'Auvergne, Edmund B.",2,marsden-edges
"Mylius, E. F.","Ed. of ""The Freewoman""",3,marsden-edges
"Mylius, E. F.","Lewis, Arthur D.",3,marsden-edges
"Mylius, E. F.","West, Rebecca",2,marsden-edges
"Weaver, Harriet Shaw","Aldington, Richard",2,marsden-edges
"Fontenelle, Bernard le Bovier de","Williams, William Carlos",3,marsden-edges
"Fontenelle, Bernard le Bovier de","Pender, R. Herdman",2,marsden-edges
"Fontenelle, Bernard le Bovier de","Henry, Leigh",5,marsden-edges
"Fontenelle, Bernard le Bovier de","Fletcher, John Gould",3,marsden-edges
"Fontenelle, Bernard le Bovier de","De Bosschère, Jean",2,marsden-edges
"Fontenelle, Bernard le Bovier de","Flint, F. S.",2,marsden-edges
"Fontenelle, Bernard le Bovier de","Sologub, Feodor",4,marsden-edges
"Fontenelle, Bernard le Bovier de","Jameson, Margaret Storm",3,marsden-edges
"Fontenelle, Bernard le Bovier de","Aldington, Richard",9,marsden-edges
"Fontenelle, Bernard le Bovier de","Cournos, John",7,marsden-edges
"Fontenelle, Bernard le Bovier de","Marsden, Dora",9,marsden-edges
"Fontenelle, Bernard le Bovier de",H. D.,9,marsden-edges
"Fontenelle, Bernard le Bovier de","Randall, Alec W. G.",2,marsden-edges
"Fontenelle, Bernard le Bovier de","Michelson, Max",2,marsden-edges
"Fontenelle, Bernard le Bovier de","Eliot, T. S.",2,marsden-edges
"Guthrie, Edward K.","Foss, William",2,marsden-edges
"Guthrie, Edward K.","Gawthorpe, Mary",4,marsden-edges
"Guthrie, Edward K.","Simmons, T. Bayard",2,marsden-edges
"Guthrie, Edward K.","Norman, C. H.",5,marsden-edges
"Guthrie, Edward K.","Low, B.",3,marsden-edges
"Guthrie, Edward K.",O. K.,2,marsden-edges
"Guthrie, Edward K.","West, Rebecca",6,marsden-edges
"Guthrie, Edward K.","Ed. of ""The Freewoman""",9,marsden-edges
"Guthrie, Edward K.","Morgan, E. Noel",2,marsden-edges
"Guthrie, Edward K.","Langworthy, F.",4,marsden-edges
"Guthrie, Edward K.","Aldred, Guy A.",2,marsden-edges
"Guthrie, Edward K.","Hindshaw, Winifred",2,marsden-edges
"Guthrie, Edward K.","Rubinstein, H. F.",2,marsden-edges
"Guthrie, Edward K.","Hamilton, Helen",3,marsden-edges
"Guthrie, Edward K.","Macdonald, W. A.",4,marsden-edges
"Guthrie, Edward K.","Kitson, Arthur",4,marsden-edges
"Guthrie, Edward K.","Lewis, Arthur D.",2,marsden-edges
"Kuehn, Herman","Aldington, Richard",3,marsden-edges
"Kuehn, Herman",D. M.,2,marsden-edges
"Kuehn, Herman","Marsden, Dora",3,marsden-edges
"Craig, Jane","Scott, K. D.",2,marsden-edges
"Craig, Jane","Ed. of ""The Freewoman""",2,marsden-edges
"Craig, Jane",B. A. S.,2,marsden-edges
"Craig, Jane","Haynes, E. S. P.",2,marsden-edges
"Craig, Jane","Browne, Edith A.",2,marsden-edges
"Craig, Jane","Drysdale, Bessie",2,marsden-edges
"Craig, Jane","Lewis, Arthur D.",3,marsden-edges
"Craig, Jane",B. L.,3,marsden-edges
"Vanderpyl, Fritz R.","Aldington, Richard",2,marsden-edges
"Flügel, J. C.","Norman, C. H.",2,marsden-edges
"Flügel, J. C.","West, Rebecca",2,marsden-edges
M. E. A.,"Aldington, Richard",2,marsden-edges
J.,"Marsden, Dora",2,marsden-edges
J.,"Henry, Leigh",2,marsden-edges
J.,"Eliot, T. S.",3,marsden-edges
"Milosz, O. W.",H. D.,2,marsden-edges
"Webb, Maurice","Marsden, Dora",2,marsden-edges
"Webb, Maurice","Aldington, Richard",2,marsden-edges
"Webb, Maurice",D. M.,2,marsden-edges
"Skelhorn, S.","West, Rebecca",3,marsden-edges
"Skelhorn, S.","Collins, Fred",3,marsden-edges
"Skelhorn, S.","Ed. of ""The Freewoman""",2,marsden-edges
"Skelhorn, S.","Lewis, Arthur D.",2,marsden-edges
"Scott, Evelyn","Marsden, Dora",2,marsden-edges
"Scott, Evelyn","Eliot, T. S.",2,marsden-edges
D. M.,"Groff, Alice",2,marsden-edges
D. M.,"Wright, Josephine",2,marsden-edges
D. M.,"Aldington, Richard",18,marsden-edges
D. M.,"Rodker, John",2,marsden-edges
D. M.,"Marsden, Dora",14,marsden-edges
D. M.,"Randall, Alec W. G.",6,marsden-edges
D. M.,"Henry, Leigh",6,marsden-edges
D. M.,"Fletcher, John Gould",7,marsden-edges
D. M.,"Harpur, Caldwell",7,marsden-edges
D. M.,"Pulley, Honor M.",2,marsden-edges
D. M.,M. C.,2,marsden-edges
D. M.,"Cournos, John",4,marsden-edges
D. M.,H. D.,2,marsden-edges
D. M.,"Byington, Steven T.",2,marsden-edges
D. M.,"Williams, William Carlos",2,marsden-edges
D. M.,"Fysher, Greevz",2,marsden-edges
D. M.,"Altenberg, Peter",2,marsden-edges
"Watts, Frank","Ed. of ""The Freewoman""",3,marsden-edges
"Watts, Frank","Drysdale, Charles V.",3,marsden-edges
"Watts, Frank","Lewis, Arthur D.",2,marsden-edges
"Tucker, Benjamin R.",F. R. A. I.,6,marsden-edges
"Tucker, Benjamin R.","Williams, William Carlos",2,marsden-edges
"Tucker, Benjamin R.",K'ung the Master,2,marsden-edges
"Tucker, Benjamin R.","Haynes, E. S. P.",2,marsden-edges
"Tucker, Benjamin R.",E. P.,2,marsden-edges
"Tucker, Benjamin R.","Sartoris, C.",7,marsden-edges
"Tucker, Benjamin R.","Hueffer, Ford Maddox",2,marsden-edges
"Tucker, Benjamin R.","Aldington, Richard",5,marsden-edges
"Tucker, Benjamin R.","Blount, Godfrey (B.A.)",3,marsden-edges
"Tucker, Benjamin R.","Hall, Bolton",2,marsden-edges
"Tucker, Benjamin R.",The Chancellor,2,marsden-edges
"Tucker, Benjamin R.","Groff, Alice",4,marsden-edges
"Tucker, Benjamin R.","Cannéll, Skipwith",2,marsden-edges
"Tucker, Benjamin R.","Byington, Steven T.",5,marsden-edges
"Tucker, Benjamin R.","Ed. of ""The New Freewoman""",10,marsden-edges
"Tucker, Benjamin R.","West, Rebecca",7,marsden-edges
"Bodenheim, Maxwell","Marsden, Dora",2,marsden-edges
"Jouve, P. J.","Marsden, Dora",2,marsden-edges
"Jouve, P. J.","Aldington, Richard",2,marsden-edges
"D'Auvergne, Edmund B.","Macdonald, W. A.",3,marsden-edges
"D'Auvergne, Edmund B.","Scott, K. D.",2,marsden-edges
"D'Auvergne, Edmund B.",E. S. P. H.,3,marsden-edges
"D'Auvergne, Edmund B.","Ed. of ""The Freewoman""",11,marsden-edges
"D'Auvergne, Edmund B.",B. A. S.,2,marsden-edges
"D'Auvergne, Edmund B.","Clark, Helen Gordon (M.D.)",2,marsden-edges
"D'Auvergne, Edmund B.","Norman, C. H.",5,marsden-edges
"D'Auvergne, Edmund B.","Chew, Ada Nield",2,marsden-edges
"D'Auvergne, Edmund B.","Drysdale, Charles V.",4,marsden-edges
"D'Auvergne, Edmund B.","Billington-Greig, Teresa",2,marsden-edges
"D'Auvergne, Edmund B.","Leatham, Isabel",3,marsden-edges
"D'Auvergne, Edmund B.","West, Rebecca",6,marsden-edges
"D'Auvergne, Edmund B.","Mallon, J. J.",2,marsden-edges
"D'Auvergne, Edmund B.","Gawthorpe, Mary",6,marsden-edges
"D'Auvergne, Edmund B.","Haynes, E. S. P.",2,marsden-edges
"D'Auvergne, Edmund B.","Harding, G. L.",2,marsden-edges
"D'Auvergne, Edmund B.","Jacobs, E.",3,marsden-edges
"D'Auvergne, Edmund B.","Hindshaw, Winifred",3,marsden-edges
"D'Auvergne, Edmund B.","Hamilton, Helen",2,marsden-edges
"D'Auvergne, Edmund B.","Drysdale, Bessie",2,marsden-edges
"D'Auvergne, Edmund B.","Murray, Mary Neilson",2,marsden-edges
"D'Auvergne, Edmund B.","Kitson, Arthur",4,marsden-edges
"D'Auvergne, Edmund B.",B. L.,2,marsden-edges
"D'Auvergne, Edmund B.","Higgs, Mary",2,marsden-edges
"D'Auvergne, Edmund B.",Educationist,2,marsden-edges
"D'Auvergne, Edmund B.","Lewis, Arthur D.",5,marsden-edges
"D'Auvergne, Edmund B.","Wells, H. G.",2,marsden-edges
"Sologub, Feodor",H. D.,4,marsden-edges
"Sologub, Feodor","Marsden, Dora",3,marsden-edges
"Sologub, Feodor","Pender, R. Herdman",2,marsden-edges
"Sologub, Feodor","Aldington, Richard",4,marsden-edges
"Sologub, Feodor","Fletcher, John Gould",2,marsden-edges
"Sologub, Feodor","Cournos, John",4,marsden-edges
"Avis, Tallis","Ed. of ""The Freewoman""",2,marsden-edges
"Avis, Tallis","Low, B.",2,marsden-edges
"Avis, Tallis","West, Rebecca",2,marsden-edges
"Burnett, Alice C.","Norman, C. H.",2,marsden-edges
"Burnett, Alice C.","Kitson, Arthur",2,marsden-edges
"Burnett, Alice C.","Ed. of ""The Freewoman""",2,marsden-edges
"Burnett, Alice C.","Aldred, Guy A.",2,marsden-edges
"Gallichan, Walter M.","Foss, William",2,marsden-edges
"Gallichan, Walter M.","Ed. of ""The Freewoman""",3,marsden-edges
"Gallichan, Walter M.","Drysdale, Charles V.",2,marsden-edges
"Gallichan, Walter M.","Lewis, Arthur D.",2,marsden-edges
"Gallichan, Walter M.","West, Rebecca",2,marsden-edges
"Michelson, Max","Marsden, Dora",2,marsden-edges
"Michelson, Max",H. D.,2,marsden-edges
"Michelson, Max","Cournos, John",2,marsden-edges
"Michelson, Max","Eliot, T. S.",2,marsden-edges
Home Worker,"Ed. of ""The Freewoman""",2,marsden-edges
Home Worker,B. A. S.,2,marsden-edges
Home Worker,"Harding, G. L.",2,marsden-edges
Home Worker,A New Subscriber,2,marsden-edges
Home Worker,The Wife of the Man Married and Happy,2,marsden-edges
Home Worker,"Baty, T.",2,marsden-edges
Home Worker,Various Hands,2,marsden-edges
Home Worker,F. M. P.,2,marsden-edges
Home Worker,"West, Rebecca",2,marsden-edges
"Grierson, Francis","Ed. of ""The Freewoman""",2,marsden-edges
"Grierson, Francis","Kitson, Arthur",2,marsden-edges
"Grierson, Francis","Norman, C. H.",2,marsden-edges
"Grierson, Francis","Fysher, Greevz",2,marsden-edges
"Grierson, Francis","West, Rebecca",3,marsden-edges
"Wells, H. G.","Gawthorpe, Mary",2,marsden-edges
"Wells, H. G.","Ed. of ""The Freewoman""",3,marsden-edges
"Wells, H. G.",A New Subscriber,2,marsden-edges
"Wells, H. G.","Baker, Josephine",2,marsden-edges
"Wells, H. G.","Lewis, Arthur D.",2,marsden-edges
"Wells, H. G.","Leatham, Isabel",2,marsden-edges
"Wells, H. G.","West, Rebecca",3,marsden-edges
"Wells, H. G.","Donisthorpe, Wordsworth",2,marsden-edges
"Meulen, Henry","Gawthorpe, Mary",2,marsden-edges
"Meulen, Henry","Kitson, Arthur",2,marsden-edges
"Meulen, Henry","Groff, Alice",2,marsden-edges
"Meulen, Henry","Aldington, Richard",2,marsden-edges
"Meulen, Henry","Norman, C. H.",2,marsden-edges
"Meulen, Henry","Sartoris, C.",2,marsden-edges
"Meulen, Henry","Theobald, Margaret",2,marsden-edges
"Meulen, Henry","Ed. of ""The Freewoman""",3,marsden-edges
"Meulen, Henry","Henry, Leigh",2,marsden-edges
"Meulen, Henry","Cournos, John",2,marsden-edges
"Meulen, Henry","Byington, Steven T.",2,marsden-edges
"Meulen, Henry","Lewis, Arthur D.",2,marsden-edges
"O'Robin, F.","Norman, C. H.",2,marsden-edges
"O'Robin, F.","Warde, Julian",2,marsden-edges
"O'Robin, F.","Ed. of ""The Freewoman""",2,marsden-edges
"O'Robin, F.","Kitson, Arthur",2,marsden-edges
"O'Robin, F.","Hindshaw, Winifred",2,marsden-edges
"Watson, E. M.","Foss, William",2,marsden-edges
"Watson, E. M.","Warde, Julian",2,marsden-edges
"Watson, E. M.","Norman, C. H.",3,marsden-edges
"Watson, E. M.","Gerrare, W.",2,marsden-edges
"Watson, E. M.","West, Rebecca",3,marsden-edges
"Watson, E. M.","Eder, M. D.",2,marsden-edges
"Watson, E. M.",M. A. F.,2,marsden-edges
"Watson, E. M.","Haynes, E. S. P.",2,marsden-edges
"Watson, E. M.","Melvin, Alice",2,marsden-edges
"Watson, E. M.","Fysher, Greevz",2,marsden-edges
"Watson, E. M.",M. S.,2,marsden-edges
"Watson, E. M.","Hindshaw, Winifred",2,marsden-edges
"Watson, E. M.","Kitson, Arthur",2,marsden-edges
"Watson, E. M.","Wearne, Virginia K.",2,marsden-edges
"Watson, E. M.","Lewis, Arthur D.",3,marsden-edges
"Watson, E. M.","Low, B.",2,marsden-edges
"Watson, E. M.","Ed. of ""The Freewoman""",6,marsden-edges
"Watson, E. M.",B. L.,2,marsden-edges
"Herrin, Edwin","Ed. of ""The Freewoman""",3,marsden-edges
"Herrin, Edwin","Gawthorpe, Mary",2,marsden-edges
"Herrin, Edwin","Prewett, Frances",2,marsden-edges
"Herrin, Edwin","Norman, C. H.",2,marsden-edges
"Herrin, Edwin","West, Rebecca",3,marsden-edges
A Protestant,"Ed. of ""The Freewoman""",3,marsden-edges
A Protestant,"Wrench, G. T.",2,marsden-edges
A Protestant,"Low, B.",3,marsden-edges
A Protestant,"West, Rebecca",2,marsden-edges
"Hartley, C. Gasquoine","West, Rebecca",2,marsden-edges
"Jacobs, E.","Ed. of ""The Freewoman""",3,marsden-edges
"Jacobs, E.","Harding, G. L.",2,marsden-edges
"Jacobs, E.","Clark, Helen Gordon (M.D.)",2,marsden-edges
"Jacobs, E.","Billington-Greig, Teresa",2,marsden-edges
"Jacobs, E.","Drysdale, Charles V.",2,marsden-edges
E. S. P. H.,"Mallon, J. J.",2,marsden-edges
E. S. P. H.,"Gawthorpe, Mary",2,marsden-edges
E. S. P. H.,B. A. S.,2,marsden-edges
E. S. P. H.,"Ed. of ""The Freewoman""",3,marsden-edges
E. S. P. H.,"Hindshaw, Winifred",2,marsden-edges
E. S. P. H.,"Drysdale, Bessie",2,marsden-edges
E. S. P. H.,"Higgs, Mary",2,marsden-edges
E. S. P. H.,Educationist,2,marsden-edges
"Melvin, Alice","Foss, William",2,marsden-edges
"Melvin, Alice","Ed. of ""The Freewoman""",3,marsden-edges
"Melvin, Alice","Norman, C. H.",2,marsden-edges
"Melvin, Alice","Hindshaw, Winifred",2,marsden-edges
"Melvin, Alice","West, Rebecca",4,marsden-edges
Educationist,B. A. S.,2,marsden-edges
Educationist,"Drysdale, Bessie",2,marsden-edges
B. L.,"Foss, William",2,marsden-edges
B. L.,"Macdonald, W. A.",2,marsden-edges
B. L.,"Scott, K. D.",2,marsden-edges
B. L.,"Gawthorpe, Mary",2,marsden-edges
B. L.,B. A. S.,2,marsden-edges
B. L.,"Wearne, Virginia K.",2,marsden-edges
B. L.,"Norman, C. H.",4,marsden-edges
B. L.,"Chapman, Dorothy",2,marsden-edges
B. L.,"Brace, Jennie C.",2,marsden-edges
B. L.,"Gerrare, W.",2,marsden-edges
B. L.,"Warde, Julian",2,marsden-edges
B. L.,"Ed. of ""The Freewoman""",7,marsden-edges
B. L.,"Haynes, E. S. P.",3,marsden-edges
B. L.,"Browne, Edith A.",2,marsden-edges
B. L.,"Aldred, Guy A.",2,marsden-edges
B. L.,"Hindshaw, Winifred",2,marsden-edges
B. L.,"Drysdale, Bessie",2,marsden-edges
B. L.,"West, Rebecca",4,marsden-edges
B. L.,"Kitson, Arthur",2,marsden-edges
B. L.,"Lewis, Arthur D.",3,marsden-edges
X,A Bystander,2,marsden-edges
X,"Gawthorpe, Mary",2,marsden-edges
X,"West, Rebecca",2,marsden-edges
X,"Low, B.",3,marsden-edges
X,"Fysher, Greevz",2,marsden-edges
X,"Ed. of ""The Freewoman""",3,marsden-edges
X,"Lewis, Arthur D.",2,marsden-edges
Mother No. 2,"Foss, William",2,marsden-edges
Mother No. 2,M. S.,2,marsden-edges
Mother No. 2,A New Subscriber,2,marsden-edges
Mother No. 2,"Ed. of ""The Freewoman""",2,marsden-edges
"Byington, Steven T.",M. de V.-M.,2,marsden-edges
"Byington, Steven T.","Sartoris, C.",8,marsden-edges
"Byington, Steven T.","Groff, Alice",5,marsden-edges
"Byington, Steven T.",The Chancellor,2,marsden-edges
"Byington, Steven T.","Aldington, Richard",10,marsden-edges
"Byington, Steven T.","Flint, F. S.",2,marsden-edges
"Byington, Steven T.","Ed. of ""The New Freewoman""",6,marsden-edges
"Byington, Steven T.","West, Rebecca",3,marsden-edges
"Byington, Steven T.","Mowrer, Edgar A.",2,marsden-edges
"Byington, Steven T.",K'ung the Master,2,marsden-edges
"Byington, Steven T.","Henry, Leigh",2,marsden-edges
"Byington, Steven T.","Harpur, Caldwell",3,marsden-edges
"Byington, Steven T.","Jameson, Storm",2,marsden-edges
"Byington, Steven T.","Hall, Bolton",2,marsden-edges
"Byington, Steven T.","Cournos, John",2,marsden-edges
"Byington, Steven T.","Marsden, Dora",4,marsden-edges
"Hoyt, Helen","Randall, Alec W. G.",2,marsden-edges
"Hoyt, Helen","Aldington, Richard",2,marsden-edges
"Donisthorpe, Wordsworth",A New Subscriber,2,marsden-edges
"Donisthorpe, Wordsworth","Baker, Josephine",2,marsden-edges
"Donisthorpe, Wordsworth","Ed. of ""The Freewoman""",3,marsden-edges
"Donisthorpe, Wordsworth","West, Rebecca",3,marsden-edges
"Symons, Arthur","Marsden, Dora",6,marsden-edges
"Symons, Arthur","Aldington, Richard",3,marsden-edges
"Symons, Arthur","Eliot, T. S.",3,marsden-edges
H. D.,"Williams, William Carlos",3,marsden-edges
H. D.,"Pender, R. Herdman",2,marsden-edges
H. D.,"Hilton, John",2,marsden-edges
H. D.,"De Bosschère, Jean",2,marsden-edges
H. D.,"Jameson, Margaret Storm",4,marsden-edges
H. D.,"Groff, Alice",2,marsden-edges
H. D.,"Aldington, Richard",13,marsden-edges
H. D.,"Flint, F. S.",5,marsden-edges
H. D.,"Sartoris, C.",2,marsden-edges
H. D.,"Storer, Edward",2,marsden-edges
H. D.,"Henry, Leigh",6,marsden-edges
H. D.,"Fletcher, John Gould",4,marsden-edges
H. D.,"Pulley, Honor M.",2,marsden-edges
H. D.,"Cournos, John",7,marsden-edges
H. D.,"Marsden, Dora",10,marsden-edges
H. D.,"Sinclair, May",2,marsden-edges
H. D.,"Randall, Alec W. G.",4,marsden-edges
H. D.,"Lowell, Amy",3,marsden-edges
H. D.,"Eliot, T. S.",2,marsden-edges
"Hamilton, Helen","Macdonald, W. A.",2,marsden-edges
"Hamilton, Helen","Ed. of ""The Freewoman""",7,marsden-edges
"Hamilton, Helen","Norman, C. H.",2,marsden-edges
"Hamilton, Helen","Gawthorpe, Mary",5,marsden-edges
"Hamilton, Helen","Leatham, Isabel",2,marsden-edges
"Hamilton, Helen","West, Rebecca",5,marsden-edges
"Hamilton, Helen","Fysher, Greevz",2,marsden-edges
"Hamilton, Helen","Kitson, Arthur",3,marsden-edges
"Hamilton, Helen","Lewis, Arthur D.",3,marsden-edges
"Langworthy, F.","Ed. of ""The Freewoman""",4,marsden-edges
"Langworthy, F.","Norman, C. H.",2,marsden-edges
"Langworthy, F.","Macdonald, W. A.",2,marsden-edges
"Langworthy, F.","Low, B.",2,marsden-edges
"Langworthy, F.",O. K.,2,marsden-edges
"Langworthy, F.","West, Rebecca",4,marsden-edges
"Randolph, Stanley","Norman, C. H.",2,marsden-edges
"Randolph, Stanley","Low, B.",2,marsden-edges
"Randolph, Stanley","Ed. of ""The Freewoman""",2,marsden-edges
"Hall, Bolton","Mowrer, Edgar A.",2,marsden-edges
"Hall, Bolton","Ed. of ""The New Freewoman""",2,marsden-edges
"Hall, Bolton","Groff, Alice",2,marsden-edges
"Hall, Bolton","Aldington, Richard",3,marsden-edges
"Hall, Bolton","Flint, F. S.",2,marsden-edges
"Hall, Bolton","Sartoris, C.",3,marsden-edges
"Hall, Bolton",F. R. A. I.,2,marsden-edges
"Blount, Godfrey (B.A.)",F. R. A. I.,3,marsden-edges
"Blount, Godfrey (B.A.)","Ed. of ""The New Freewoman""",3,marsden-edges
"Blount, Godfrey (B.A.)","West, Rebecca",3,marsden-edges
The Wife of the Man Married and Happy,"Baty, T.",2,marsden-edges
The Wife of the Man Married and Happy,"Ed. of ""The Freewoman""",2,marsden-edges
"Jameson, Storm","Henry, Leigh",2,marsden-edges
"Jameson, Storm","Harpur, Caldwell",2,marsden-edges
"Jameson, Storm","Groff, Alice",2,marsden-edges
"Jameson, Storm","Aldington, Richard",4,marsden-edges
"Jameson, Storm",M. de V.-M.,2,marsden-edges
"Jameson, Storm","Gaudier-Brzeska, Henri",2,marsden-edges
"Pulley, Honor M.","Aldington, Richard",3,marsden-edges
"Pulley, Honor M.","Marsden, Dora",2,marsden-edges
"Pulley, Honor M.","Randall, Alec W. G.",3,marsden-edges
"Browne, Edith A.","Foss, William",2,marsden-edges
"Browne, Edith A.","West, Rebecca",2,marsden-edges
"Browne, Edith A.","Scott, K. D.",2,marsden-edges
"Browne, Edith A.","Leatham, Isabel",2,marsden-edges
"Browne, Edith A.","Ed. of ""The Freewoman""",3,marsden-edges
"Browne, Edith A.","Haynes, E. S. P.",2,marsden-edges
"Browne, Edith A.","Norman, C. H.",2,marsden-edges
"Browne, Edith A.","Drysdale, Bessie",2,marsden-edges
"Browne, Edith A.","Drysdale, Charles V.",3,marsden-edges
"Browne, Edith A.","Lewis, Arthur D.",4,marsden-edges
"Fysher, Greevz","Aldington, Richard",2,marsden-edges
"Fysher, Greevz","Norman, C. H.",3,marsden-edges
"Fysher, Greevz",A Bystander,2,marsden-edges
"Fysher, Greevz","Low, B.",3,marsden-edges
"Fysher, Greevz","West, Rebecca",3,marsden-edges
"Fysher, Greevz","Gawthorpe, Mary",3,marsden-edges
"Fysher, Greevz","Marsden, Dora",2,marsden-edges
"Fysher, Greevz","Kitson, Arthur",4,marsden-edges
"Fysher, Greevz","Ed. of ""The Freewoman""",5,marsden-edges
"Fysher, Greevz","Lewis, Arthur D.",2,marsden-edges
"Sartoris, C.","Ed. of ""The New Freewoman""",9,marsden-edges
"Sartoris, C.","Hueffer, Ford Maddox",2,marsden-edges
"Sartoris, C.","Groff, Alice",5,marsden-edges
"Sartoris, C.",The Chancellor,2,marsden-edges
"Sartoris, C.","Aldington, Richard",10,marsden-edges
"Sartoris, C.","Cannéll, Skipwith",2,marsden-edges
"Sartoris, C.","Flint, F. S.",3,marsden-edges
"Sartoris, C.","West, Rebecca",4,marsden-edges
"Sartoris, C.","Swartz, Clarence Lee",3,marsden-edges
"Sartoris, C.",F. R. A. I.,3,marsden-edges
"Sartoris, C.","Mowrer, Edgar A.",3,marsden-edges
"Sartoris, C.",K'ung the Master,2,marsden-edges
"Sartoris, C.","Haynes, E. S. P.",2,marsden-edges
"Sartoris, C.",E. P.,3,marsden-edges
"Sartoris, C.","Cournos, John",2,marsden-edges
"Sartoris, C.","von Helmholtz, Bastien",2,marsden-edges
E. P.,"Aldington, Richard",3,marsden-edges
E. P.,"Flint, F. S.",2,marsden-edges
E. P.,"Haynes, E. S. P.",2,marsden-edges
E. P.,"Hueffer, Ford Maddox",2,marsden-edges
E. P.,"Ed. of ""The New Freewoman""",3,marsden-edges
"Harding, G. L.",B. A. S.,3,marsden-edges
"Harding, G. L.","Clark, Helen Gordon (M.D.)",2,marsden-edges
"Harding, G. L.","Ed. of ""The Freewoman""",3,marsden-edges
"Harding, G. L.",Various Hands,2,marsden-edges
"Harding, G. L.","Billington-Greig, Teresa",2,marsden-edges
"Harding, G. L.","West, Rebecca",2,marsden-edges
"Lowell, Amy","Henry, Leigh",2,marsden-edges
"Lowell, Amy","Groff, Alice",2,marsden-edges
"Lowell, Amy","Aldington, Richard",6,marsden-edges
"Lowell, Amy","Marsden, Dora",3,marsden-edges
"Lowell, Amy","Flint, F. S.",2,marsden-edges
"Eliot, T. S.","Henry, Leigh",5,marsden-edges
"Eliot, T. S.","Fletcher, John Gould",2,marsden-edges
"Eliot, T. S.","De Bosschère, Jean",2,marsden-edges
"Eliot, T. S.",M. C.,2,marsden-edges
"Eliot, T. S.","Aldington, Richard",5,marsden-edges
"Eliot, T. S.","Rodker, John",3,marsden-edges
"Eliot, T. S.","Williams, William Carlos",3,marsden-edges
"Eliot, T. S.","Sinclair, May",2,marsden-edges
"Eliot, T. S.","Marsden, Dora",12,marsden-edges
"Eliot, T. S.","Storer, Edward",2,marsden-edges
"Eliot, T. S.","Boyd, Ernest A.",4,marsden-edges
"Eliot, T. S.","Read, Herbert",2,marsden-edges
"Horwitz, Israel","Ed. of ""The Freewoman""",2,marsden-edges
"Horwitz, Israel","Mortished, R. J. P.",2,marsden-edges
"Horwitz, Israel","Lewis, Arthur D.",2,marsden-edges
"Horwitz, Israel","Aldred, Guy A.",2,marsden-edges
"Mowrer, Edgar A.","Ed. of ""The New Freewoman""",2,marsden-edges
"Mowrer, Edgar A.","Aldington, Richard",3,marsden-edges
"Mowrer, Edgar A.","Flint, F. S.",2,marsden-edges
"Eder, M. D.","Ed. of ""The Freewoman""",2,marsden-edges
"Warde, Julian","Foss, William",2,marsden-edges
"Warde, Julian","Ed. of ""The Freewoman""",3,marsden-edges
"Warde, Julian","Hindshaw, Winifred",2,marsden-edges
"Warde, Julian","Norman, C. H.",3,marsden-edges
"Warde, Julian","Kitson, Arthur",2,marsden-edges
"Warde, Julian","Wearne, Virginia K.",2,marsden-edges
"Warde, Julian","Gerrare, W.",2,marsden-edges
"Theobald, Margaret","Gawthorpe, Mary",2,marsden-edges
"Theobald, Margaret","Macdonald, W. A.",2,marsden-edges
"Theobald, Margaret","Ed. of ""The Freewoman""",3,marsden-edges
"Theobald, Margaret","West, Rebecca",2,marsden-edges
"Swartz, Clarence Lee","Ed. of ""The New Freewoman""",3,marsden-edges
"Swartz, Clarence Lee","Aldington, Richard",2,marsden-edges
"Leatham, Isabel","West, Rebecca",3,marsden-edges
"Leatham, Isabel","Ed. of ""The Freewoman""",6,marsden-edges
"Leatham, Isabel","Scott, K. D.",2,marsden-edges
"Leatham, Isabel","Gawthorpe, Mary",2,marsden-edges
"Leatham, Isabel","Haynes, E. S. P.",2,marsden-edges
"Leatham, Isabel","Lewis, Arthur D.",4,marsden-edges
"Leatham, Isabel","Drysdale, Charles V.",2,marsden-edges
"Randall, Alec W. G.","Aldington, Richard",10,marsden-edges
"Randall, Alec W. G.","Groff, Alice",2,marsden-edges
"Randall, Alec W. G.","Flint, F. S.",2,marsden-edges
"Randall, Alec W. G.","Marsden, Dora",5,marsden-edges
"Randall, Alec W. G.","Storer, Edward",2,marsden-edges
"Randall, Alec W. G.","Henry, Leigh",2,marsden-edges
"Randall, Alec W. G.","Fletcher, John Gould",4,marsden-edges
"Randall, Alec W. G.","Harpur, Caldwell",3,marsden-edges
"Randall, Alec W. G.","Cournos, John",5,marsden-edges
"Henry, Nancy","Harpur, Caldwell",2,marsden-edges
"Henry, Nancy","Henry, Leigh",2,marsden-edges
"Henry, Nancy","Aldington, Richard",2,marsden-edges
"Henry, Nancy",M. de V.-M.,2,marsden-edges
F. R. A. I.,"Ed. of ""The New Freewoman""",6,marsden-edges
F. R. A. I.,"Groff, Alice",2,marsden-edges
F. R. A. I.,"West, Rebecca",5,marsden-edges
